-2.73254	-1.62513
-2.71832	-1.62847
-2.69588	-1.65726
-2.55955	-1.77671
-2.53553	-1.79352
-2.44495	-1.84727
-2.38396	-1.84697
-2.37163	-1.85164
-2.36333	-1.85192
-2.36149	-1.85177
-2.27473	-1.88455
-2.27188	-1.88499
-2.2636 	-1.888
-2.26041	-1.88849
-2.24937	-1.88727
-2.23894	-1.8913
-2.23383	-1.89032
-2.22683	-1.88812
-2.20868	-1.89591
-2.2044 	-1.89475
-2.08331	-1.94958
-2.06209	-1.95155
-1.99751	-1.90003
-1.93662	-1.83725
-1.74405	-1.55535
-1.83104	-0.0756644
-1.87679	0.0261548
-1.88073	0.0535569
-1.92066	0.0950199
-1.93732	0.161655
-1.96523	0.124719
-2.14326	0.399788
-2.18659	0.356996
-2.31719	0.620005
-2.32253	0.655734
-2.33929	0.645051
-2.36889	0.887936
-2.38089	0.840578
-2.42968	1.37248
-2.45742	1.55801
-2.46531	1.57318
-2.47509	1.57319
-2.48201	1.57044
-2.5153 	1.54313
-2.70862	1.34207
-2.87118	1.12731
-2.93865	0.777186
-2.94235	0.740563
-2.92483	0.343712
-2.85353	-0.864368
-2.80954	-1.33345
-2.79534	-1.4341
-2.77368	-1.54472
-2.75513	-1.61469
-2.74069	-1.61799
