-2.79940	-1.62275
-2.74033	-1.63626
-2.73117	-1.64428
-2.71798	-1.64738
-2.69714	-1.6741
-2.52712	-1.82308
-2.50470	-1.83878
-2.45502	-1.86825
-2.38365	-1.86791
-2.37332	-1.87181
-2.36898	-1.87196
-2.36115	-1.87135
-2.28574	-1.89984
-2.27150	-1.902
-2.26610	-1.90397
-2.26229	-1.90455
-2.24896	-1.90308
-2.24055	-1.90633
-2.23806	-1.90585
-2.22639	-1.90219
-2.20904	-1.90963
-2.20395	-1.90825
-2.09038	-1.95968
-2.06357	-1.96217
-2.04417	-1.95573
-1.97439	-1.89745
-1.88138	-1.80155
-1.69791	-1.53297
-1.79670	0.14747
-1.80648	0.227616
-1.84366	0.310367
-1.91479	0.384223
-1.92427	0.422122
-1.96006	0.374743
-2.15328	0.673291
-2.18072	0.646199
-2.31132	0.909209
-2.32388	0.993259
-2.33246	0.987792
-2.36800	1.27937
-2.37267	1.26092
-2.38659	1.41275
-2.41014	1.57026
-2.41441	1.57847
-2.47450	1.57853
-2.50811	1.56516
-2.56234	1.52067
-2.75100	1.32446
-2.91981	1.10144
-2.98361	0.770339
-2.98939	0.713178
-2.97501	0.387268
-2.90107	-0.865362
-2.85905	-1.31347
-2.83935	-1.45307
-2.82568	-1.52288
-2.82481	-1.52687
